Integrated Canine Data Commons (ICDC) Cross Mapping																																	hide	hide	hide	hide	hide	hide																				
ICDC Model (WHAT IS VERSION NUMBER?)									Comparative Oncology Trials Consortium (COTC007B) (WHAT IS VERSION NUMBER?)								National Center for Advancing Translational Sciences (NCATS) (WHAT IS VERSION NUMBER?)								PRE-medical Cancer Immunotherapy Network Canine Trials (PRECINCT V1.0.20180918)								NCI Thesaurus (NCIt)			CDISC CDASH v2.1			CDISC SDTM IG v3.3 SENDIG-AR v1.0											BRIDG v5.3.1								
Node	Property	Element Type	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	NCIt Concept Code	NCIt Preferred Term	NCIt Definition	SDTM Domain	SDTM Variable	SDTM É	Domain	Variable	Variable Label	Type	CodeList	Role	Notes	Core	"Codelist NCIt 
C-Code"	CT Term	"CT NCIt 
C-Code"	Mapping Path	Class	Element	Element Type	Data Type	Cardinality	Description	Review By	"Comments, Issues & Rationale"
cycle	date_of_cycle_end	Property																																																"StudySubject > PerformedActivity.dateRange(IVL<TS.DATETIME>).high WHERE PerformedActivity > PlannedSubjectActivityGroup > StudyActivity > DefinedSubjectActivityGroup.nameCode = ""cycle"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		
cycle	date_of_cycle_start	Property																																																"StudySubject > PerformedActivity.dateRange(IVL<TS.DATETIME>).low WHERE PerformedActivity > PlannedSubjectActivityGroup > StudyActivity > DefinedSubjectActivityGroup.nameCode = ""cycle"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		
cycle	of_case > case	Relation																																																"PerformedActivity.involvedSubject(StudySubject) WHERE PerformedActivity > PlannedSubjectActivityGroup > StudyActivity > DefinedSubjectActivityGroup.nameCode = ""cycle"""	Activity	involvedSubject(Subject)	Assoc		0..1	"DESCRIPTION:
Each Activity might be participated in by one Subject. Each Subject might participate in one or more Activity.

DEFINITION:

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
"		This mapping path breaks the typical pattern of starting with the StudySubject class because the association goes in the reverse direction.
demographic		Node																																																(IMPLEMENTATION-SPECIFIC)								"From a BRIDG perspective, this node seems to be an artificial collection since the properties map to elements in a variety of classes in BRIDG."
demographic	breed	Property																																																StudySubject > Animal > BiologicEntityClassification.breedCode	BiologicEntityClassification	breedCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying a group of animals presumably related by descent from common ancestors and visibly similar in most characteristics.

EXAMPLE(S):
Holstein, Angora, Himalayan cat, Labrador Retriever

OTHER NAME(S):

NOTE(S):"		
demographic	crf_id	Property																																																							ICDC team	Q:  Is this the same CRF as elsewhere? What CRF is it? Are these CRFs relevant ultimately for the research purposes?
demographic	date_of_birth	Property																																																SudySubject > Animal.birthDate	BiologicEntity	birthDate	Attrib	TS.DATETIME	0..1	"DEFINITION:
The date (and time) on which the biologic entity is born.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		
demographic	neutered_indicator	Property																																																"SudySubject > Animal.reproductiveOrgansPresentIndicator WHERE IF neutered_indicator = ""true"" THEN reproductiveOrgansPresentIndicator = ""false"""	Animal	reproductiveOrgansPresentIndicator	Attrib	BL	0..1	"DEFINITION:
Specifies whether the anatomical parts of the body involved in reproduction are present.

EXAMPLE(S):
If the animal has been spayed or neutered, reproductiveOrgansPresentIndicator = ""false"".

OTHER NAME(S):

NOTE(S):"		Note that the meaning of this property is opposite to the BRIDG indicator so the value would be transformed appropriately.
demographic	patient_age_at_enrollment	Property																																																StudySubject > PerformedSubjectMilestone.ageAtActivity	PerformedActivity	ageAtActivity	Attrib	PQ.TIME	0..1	"DERIVED

DEFINITION:
The age of the subject at the time the activity occurred.

EXAMPLE(S):

OTHER NAME(S):
Age

NOTE(S):
Theoretically this value should be derived by subtracting the birth date from the date of the activity, but some data collections do not carry the subject's birth date because the collection is comprised of de-identified data.  Thus it's not uncommon to not be able to derive the age from other data elements present in the collection."		PROPOSED  NEW SEMANTIC for BRIDG also being proposed by the COG harmonizations for INRG and Rhabdo.
demographic	sex	Property																																																StudySubject > Animal.sexGenotypeCode	BiologicEntity	sexGenotypeCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the sex of a biologic entity based upon the characterization of the biologic entity's genes.

EXAMPLE(S):
For humans, the most common sex genotypes are XX and XY.

OTHER NAME(S):

NOTE(S):"		This mapping assumes the value is a scientific designation rather than an administrative or social one.
demographic	weight	Property																																																"Studysubject > PerformedObservation > PerformedObservationResult.value WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedObservation.nameCode = ""weight"""	PerformedObservationResult	value	Attrib	ANY	1..1	"DEFINITION:
Data or information that is determined by an act of observation.

EXAMPLE(S):
The result of a lab test, physical finding, self-reported symptom.

The adverse event term code.

OTHER NAME(S):

NOTE(S):"		
demographic	of_case > case	Relation																																																(IMPLEMENTATION-SPECIFIC)								"From a BRIDG perspective, this node seems to be an artificial collection since the properties map to elements in a variety of classes in BRIDG."
diagnosis		Node																																																"Studysubject > PerformedObservation > PerformedDiagnosis WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedActivity.nameCode = ""diagnose primary disease"""	PerformedDiagnosis		Class			"DEFINITION:
The identification of a disease or illness by examining the signs and symptoms.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		
diagnosis	concurrent_disease	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.value WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedActivity.nameCode = ""diagnose concurrent disease"""	PerformedObservationResult	value	Attrib	ANY	1...1	"DEFINITION:
Data or information that is determined by an act of observation.

EXAMPLE(S):
The result of a lab test, physical finding, self-reported symptom.

The adverse event term code.

OTHER NAME(S):

NOTE(S):"		
diagnosis	concurrent_disease_type	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.typeCode WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedActivity.nameCode = ""diagnose concurrent disease"""	PerformedObservationResult	typeCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the kind of observation result.

EXAMPLE(S):
A single blood pressure observation has two results, typeCode = ""systolic"" and typeCode = ""diastolic"".

OTHER NAME(S):

NOTE(S):"	ICDC team	"Q:  Verify assumption - This mapping assumes that this property is grouping this concurrent disease with like diseases, rather than further specifying the concurrent disease."
diagnosis	crf_id	Property																																																							ICDC team	"Q:  Is this a generic CRF id for the diagnosis CRF, or is it specific to a given subject?"
diagnosis	date_of_diagnosis	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.createdDate WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""diagnose primary disease"""	PerformedObservationResult	createdDate	Attrib	TS.DATETIME	0..1	"DEFINITION:
The date (and time) on which the result is created.

EXAMPLE(S):
A computational process runs for 3 days and generates data periodically in output files (resulting in a one-to-many relationship between the processing activity and the multiple resulting files).

OTHER NAME(S):

NOTE(S):
The createdDate of results is distinct from reportedDate which represents the date on which results were reported to the requestor (usually a physician or similar entity) and distinct from the dateRange of the PerformedObservation which represents the time period during which the activity occurred."	ICDC team	"Q:  Should we make this the date the diagnosis record was created (PerfObsRes.createdDate), the date it was reported to the veterinarian, or the date the observation was done (PerfAct.dateRange)?  BRIDG supports all 3 but a definition would help determine which is the best fit."
diagnosis	date_of_histology_confirmation	Property																																																							ICDC team	Q:  Is the histology confirming the diagnosis or is the histology itself getting confirmed?
diagnosis	disease_term	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.value(ANY=>CD).code WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""diagnose primary disease"""	PerformedObservationResult	value	Attrib	ANY	1...1	"DEFINITION:
Data or information that is determined by an act of observation.

EXAMPLE(S):
The result of a lab test, physical finding, self-reported symptom.

The adverse event term code.

OTHER NAME(S):

NOTE(S):"		
diagnosis	follow_up_data	Property																																																							ICDC team	"Q:  Is this just a raw data field, a link to the follow_up node or something else?  Need a definition."
diagnosis	histological_grade	Property																																																"StudySubject > PerformedObservation > PerformedHistopathologyResult.differentiationGradeCode WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""perform histolopathology test"""	PerformedHistopathologyResult	differentiationGradeCode	Attrib	DSET<CD>	0..*	"DEFINITION:
A coded value specifying the degree of cellular differentiation in a tissue sample.  

EXAMPLE(S):
A brain tumor could be grade 3

OTHER NAME(S):

NOTE(S):"	ICDC team	"Q:  What's the nature of the relationship between the histo grade and the diagnosis - is the grade further characterizing the diagnosis, or is it supporting information for the diagnosis, or something else?
Q:  Is this the differentiation grade?  This mapping assumes so."
diagnosis	histology_cytopathology	Property																																																"Studysubject > PerformedObservation > PerformedHistopathologyResult.value(ANY=>CD) WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedActivity.nameCode = ""diagnose"" AND TargetAnatomicSite.primaryIndicator = ""true"""	PerformedObservationResult	value	Attrib	ANY	1...1	"DEFINITION:
Data or information that is determined by an act of observation.

EXAMPLE(S):
The result of a lab test, physical finding, self-reported symptom.

The adverse event term code.

OTHER NAME(S):

NOTE(S):"	ICDC team	"Q:  See first question in histological_grade - applies here too.
Q:  What does this value look like?  Is it a code, numeric, etc?"
diagnosis	pathology_report	Property																																																"Studysubject > PerformedObservation > PerformedHistopathologyResult > ReportVersion > DocumentVersionRepresentation.content WHERE PerformedObservation > PlannedObservation > StudyActivity > DefinedActivity.nameCode = ""diagnose"" AND TargetAnatomicSite.primaryIndicator = ""true"""	DocumentVersionRepresentation	content	Attrib	ED	0..1	"DEFINITION:
A textual or media-based representation that is the full or comprehensive narrative or substance of the document version.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"	ICDC team	"Q:  Need verificiation - Given the lack of a pathology node, this mapping assumes this is some sort of marked up text that constitutes the report itself, i.e. a blob of renderable data.  It also assumes that this is the report for the histology_cytopathology result."
diagnosis	primary_disease_site	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis > TargetAnatomicSite.code WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""diagnose primary disease"" AND TargetAnatomicSite.primaryIndicator = ""true"""	TargetAnatomicSite	code	Attrib	CD	1...1	"DEFINITION:
A coded value specifying the anatomic location that is the focus of an observation result.

EXAMPLE(S):
arm for skin rash.
brain stem or spinal cord for a lesion

OTHER NAME(S):

NOTE(S):
The target site of the result may be different than the target site of the activity (PerformedObservation) that generated it. For example, a chest x-ray (observation) has the target site of chest while the result might show an infiltration in the left lower lobe of the lung (target site of result), or a dermatological exam may check the skin across the whole body (target site of observation) while the result might identify a rash on the right leg (target site of result).

Sources that capture anatomic site and laterality separately should map both to this attribute. For implementation models based on BRIDG where site and laterality are captured separately, you may wish to capture both concepts as a post-coordinated code structure or as multiple code repetitions."		"Note that because this node includes both a main disease and a concurrent disease, we're distinguishing them by the activity nameCode indicating primary or concurrent, and that's in addition to the primary site recorded here."
diagnosis	stage_of_disease	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.diseaseStatusCode WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""diagnose primary disease"""	PerformedDiagnosis	diseaseStatusCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the amount of disease present in a subject.

EXAMPLE(S):
metastatic and disease-free (cancer-specific examples)

OTHER NAME(S):

NOTE(S):"		
diagnosis	treatment_data	Property																																																(Could leverage ObservationResultActionTakenRelationship or PerformedDiagnosisProcedureRelationship)							ICDC	"Q:  This is vague in terms of how BRIDG represents treatment where specific kinds of activities can be identified.  Is this sort of a comment field?  If so, it seems like there's no way to represent this in a reusable fashion.  Is it a drug name or surgerical procedure or something like that?  Could it be normalized in some way?"
diagnosis	of_case > case	Relation																																																"PerformedObservation.involvedSubject(StudySubject) WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""diagnose primary disease"""	Activity	involvedSubject(Subject)	Assoc		0..1	"DESCRIPTION:
Each Activity might be participated in by one Subject. Each Subject might participate in one or more Activity.

DEFINITION:

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
"		This mapping path breaks the typical pattern of starting with the StudySubject class because the association goes in the reverse direction.
disease_extent		Node																																																"Studysubject > PerformedObservation > PerformedDiagnosis WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""assess disease extent"""	PerformedDiagnosis		Class			"DEFINITION:
The identification of a disease or illness by examining the signs and symptoms.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		
disease_extent	crf_id	Property																																																							ICDC team	"Q:  Is this a generic CRF id for the disease extent CRF, or is it specific to a given subject?"
disease_extent	date_of_evaluation	Property																																																"Studysubject > PerformedObservation.dateRange WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""assess disease extent"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL<TS.DATETIME>.low.uncertainRange.low = 2009-01-01
IVL<TS.DATETIME>.low.uncertainRange.high = 2009-12-31
IVL<TS.DATETIME>.high.uncertainRange.low = 2010-01-01
IVL<TS.DATETIME>.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		
disease_extent	evaluation_code	Property																																																"Studysubject > PerformedObservation > PerformedDiagnosis.diseaseStatusCode WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""assess disease extent"""	PerformedDiagnosis	diseaseStatusCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the amount of disease present in a subject.

EXAMPLE(S):
metastatic and disease-free (cancer-specific examples)

OTHER NAME(S):

NOTE(S):"		
disease_extent	evaluation_number	Property																																																"Studysubject > PerformedObservation.repetitionNumber WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""assess disease extent"""	PerformedActivity	repetitionNumber	Attrib	INT.POS	0..1	"DEFINITION:
An integer that identifies the particular occurrence of a repeating activity. The first repetition is defined as '1'.

EXAMPLE(S):
A PlannedActivity might have a repeatQuantity of 4 which would result in 4 ScheduledActivity and PerformedActivity with repetitionNumbers of 1, 2, 3, and 4 respectively.

OTHER NAME(S):

NOTE(S):
Derived from ScheduledActivity.repetitionNumber."		
disease_extent	lesion_description	Property																																																"Studysubject > PerformedObservation > PerformedLesionDescription.comment WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	PerformedObservationResult	comment	Attrib	ST	0..1	"DEFINITION:
Additional description of the observation result.

EXAMPLE(S):
Comments from the investigator regarding the condition of the specimen or any other observation.

Comments in addition to the specimen condition from the central or performing laboratory describing the specimen.

OTHER NAME(S):

NOTE(S):"		
disease_extent	lesion_number	Property																																																"Studysubject > PerformedObservation > PerformedLesionDescription.lesionNumber WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	PerformedLesionDescription	lesionNumber	Attrib	INT.NONNEG	0..1	"DEFINITION:
The integer assigned to a lesion for a subject. 

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
Once a lesion number is designated for a specific lesion that number may not change or re-used to denote a different lesion."		
disease_extent	lesion_site	Property																																																"Studysubject > PerformedObservation > PerformedLesionDescription > TargetAnatomicSite.code WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	TargetAnatomicSite	code	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the anatomic location that is the focus of an observation result.

EXAMPLE(S):
arm for skin rash.
brain stem or spinal cord for a lesion

OTHER NAME(S):

NOTE(S):
The target site of the result may be different than the target site of the activity (PerformedObservation) that generated it. For example, a chest x-ray (observation) has the target site of chest while the result might show an infiltration in the left lower lobe of the lung (target site of result), or a dermatological exam may check the skin across the whole body (target site of observation) while the result might identify a rash on the right leg (target site of result).

Sources that capture anatomic site and laterality separately should map both to this attribute. For implementation models based on BRIDG where site and laterality are captured separately, you may wish to capture both concepts as a post-coordinated code structure or as multiple code repetitions."		
disease_extent	longest_measurement	Property																																																"Studysubject > PerformedObservation > PerformedLesionDescription.xDimension WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	PerformedLesionDescription	xDimension	Attrib	PQ	0..1	"DEFINITION:
The measurement of a lesion or location in the 'X' (first or length) dimension.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
This is the longest measurement or largest value if only one measurement is captured."		
disease_extent	measurable_lesion	Property																																																"Studysubject > PerformedObservation > PerformedLesionDescription.measurableIndicator WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	PerformedLesionDescription	measureableIndicator	Attrib	BL	0..1	"DEFINITION:
The measurement of a lesion or location in the 'X' (first or length) dimension.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
This is the longest measurement or largest value if only one measurement is captured."		
disease_extent	measured_how	Property																																																"Studysubject > PerformedObservation.methodCode WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""lesion evaluation"""	PerformedObservation	methodCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the technique used to perform the observation.

EXAMPLE(S):
Arterial puncture, sphygmomanometry (for blood pressure measurement)

Global introspection, algorithm, bayesian (for Adverse Event causality)

Estrogen Receptor Assay, Progesterone Receptor Assay, p53 Assay (for clinical result assay)

OTHER NAME(S):

NOTE(S):"		
disease_extent	previously_irradiated	Property																																																							ICDC team	Q:  Would this be considered medical history?  From a BRIDG perspective this would be a separate observation or assertion.
disease_extent	previously_treated	Property																																																							ICDC team	Q:  Would this be considered medical history?  From a BRIDG perspective this would be a separate observation or assertion.
disease_extent	target_lesion	Property																																																GAP?							ICDC team	"Q:  Does this mean the main lesion that treatment is targetted at?  If so, I think this might be a gap in BRIDG."
disease_extent	on_visit > visit	Relation																																																"StudySubject > PerformedObservation > PerformedActivityRelationship WHERE PerformedActivityRelationship.typeCode = ""composition""  AND PerformedActivityRelationship > PerformedActivity [visit]"	PerformedActivityRelationship		Class			"DEFINITION:
A reference from an activity to another activity or an external document. 

EXAMPLE(S):
An unplanned substance administration occurs as part of a planned encounter.

A planned substance administration occurs as part of an encounter that is different than the one in which it was originally planned.

An unplanned encounter contains a number of activities.

A reference from an observation to a concerning molecular pathology or genetic testing report

OTHER NAME(S):

NOTE(S):
Using this association to represent composition is particularly relevant when one or both of the activities are not planned as the composition relationship can't be established using the normal PlannedCompositionRelationship or DefinedCompositionRelationship."		
enrollment		Node																																																"StudySubject > PerformedSubjectMilestone WHERE PerformedSubjectMilestone > PlannedActivity > StudyActivity > DefinedAdministrativeActivity.nameCode = ""enroll subject on study"""	PerformedSubjectMilestone		Class			"DEFINITION:
The completed action which marks a common administrative landmark for a subject in the course of a study.

EXAMPLE(S):
obtain informed consent, verify eligibility criteria, enroll, registration to a study, randomize, assignment to a treatment arm, start of on-study period, complete study visits, end of on-study period, exit study, break treatment blind, premature withdrawal, assignment to a specimen collection protocol at a collection laboratory

OTHER NAME(S):

NOTE(S):"		
enrollment	cohort_description	Property																																																							ICDC team	"Q:  Could this be related to Arm or StratumGroup?  Or is this subgroupDescription (which would be a new semantic, an attribute on a new Subgroup class maybeÉ.)?  How is this related to the cohort node?  Is this a copy of that cohort_description?"
enrollment	date_of_informed_consent	Property																																																"StudySubject > PerformedSubjectMilestone.dateRange WHERE PerformedSubjectMilestone > PlannedActivity > StudyActivity > DefinedAdministrativeActivity.nameCode = ""collect informed consent"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		
enrollment	date_of_registration	Property																																																"StudySubject > PerformedSubjectMilestone.dateRange WHERE PerformedSubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""enroll subject on study"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"	ICDC team	"Q:  Can I assume that registration and enrollment are synonyms?

CONSIDER using one or the other term if registration and enrollment are being used as synonyms in ICDC."
enrollment	enrollment_document_number	Property																																																"StudySubject > PerformedSubjectMilestone > DocumentVersion.identifier WHERE PerformedSubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""enroll subject on study"""	DocumentVersion	identifier	Attrib	ID	0..1	"DEFINITION:
A unique symbol that establishes identity of the document version.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"	ICDC team	Q:  How does this relate to the case.crf_id - is this an identifier for a CRF that is specific to this subject?
enrollment	initials	Property																																																"StudySubject > PerformedSubjectMilestone > Performer > HealthcareProvider > Person.initials WHERE PerformedSubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""enroll subject on study"""	Person	initials	Attrib	ST	0..1	"DEFINITION:
The first letters of the person's first name, middle name, and last name. 

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
If the person does not have a middle name or initial, the initials will only be two characters."	ICDC team	"Q:  whose initials are these?  The subject's owner or the registering veterinary doctor?  This mapping assumes the latter.  If it's supposed to be the owner, then it's StudySubject > Animal > AssociatedBiologicEntity > Person.initials."
enrollment	patient_subgroup	Property																																																StudySubject > Animal > ExperimentalUnit.subgroupCode	ExperimentalUnit	subgroupCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the identification of uniform groups of experimental units for separate analysis or treatment.

EXAMPLE(S):
Clinical Data Update System (CDUS) Reporting (for the National Cancer Institute (NCI)

OTHER NAME(S):

NOTE(S):"	BRIDG	"Q:  Initially intended to make this StudySubject, however the enrollment node contains the concept of subgroup which is only in ExpUnit, not StudySubject - which makes more sense?  Could conceivably need both in any given system, too early to tell if there is a need for both in ICDC or if ExpUnit is sufficient.  ExpUnit.subgroupCode is described as:

DEFINITION:
A coded value specifying the identification of uniform groups of experimental units for separate analysis or treatment.

EXAMPLE(S):
Clinical Data Update System (CDUS) Reporting (for the National Cancer Institute (NCI)

OTHER NAME(S):

NOTE(S):

If the dogs on these trials are being treated as whole individuals rather than having parts treated differently, then we don't need ExpUnit and could copy subgroupCode into StudySubject. Or we could just assume it's an ExpUnit role associated to the same Animal."
